IP Origen,IP Destino,MAC Origen,MAC Destino,Puerto Ori,Puerto Des,Protocolo,Longitud,Hora Captura,Nombre de Dispositivos,Sitio/App Destino,Hostname Remoto,SSID
34.54.84.110,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,61971,TCP,1454,2026-03-05 17:27:16,Equipo-76.180,Puerto 61971,Red-Local,Estudiantes
34.54.84.110,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,61971,TCP,1454,2026-03-05 17:27:16,Equipo-76.180,Puerto 61971,Red-Local,Estudiantes
172.16.76.180,34.54.84.110,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,61971,443,TCP,54,2026-03-05 17:27:16,Equipo-76.180,HTTPS,N/A,Estudiantes
34.54.84.110,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,61971,TCP,1454,2026-03-05 17:27:16,Equipo-76.180,Puerto 61971,Red-Local,Estudiantes
34.54.84.110,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,61971,TCP,1454,2026-03-05 17:27:16,Equipo-76.180,Puerto 61971,Red-Local,Estudiantes
34.54.84.110,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,61971,TCP,1454,2026-03-05 17:27:16,Equipo-76.180,Puerto 61971,Red-Local,Estudiantes
34.54.84.110,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,61971,TCP,1173,2026-03-05 17:27:16,Equipo-76.180,Puerto 61971,Red-Local,Estudiantes
172.16.76.180,34.54.84.110,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,61971,443,TCP,54,2026-03-05 17:27:16,Equipo-76.180,HTTPS,N/A,Estudiantes
172.16.76.180,34.54.84.110,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,61971,443,TCP,93,2026-03-05 17:27:16,Equipo-76.180,HTTPS,N/A,Estudiantes
172.16.76.180,34.54.84.110,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,61971,443,TCP,102,2026-03-05 17:27:16,Equipo-76.180,HTTPS,N/A,Estudiantes
34.54.84.110,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,61971,TCP,60,2026-03-05 17:27:16,Equipo-76.180,Puerto 61971,Red-Local,Estudiantes
34.54.84.110,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,61971,TCP,60,2026-03-05 17:27:16,Equipo-76.180,Puerto 61971,Red-Local,Estudiantes
172.16.76.180,8.8.8.8,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,63732,53,UDP,85,2026-03-05 17:27:16,Equipo-76.180,110.84.54.34.in-addr.arpa,110.84.54.34.in-addr.arpa,Estudiantes
8.8.8.8,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,53,63732,UDP,136,2026-03-05 17:27:16,Equipo-76.180,110.84.54.34.in-addr.arpa,110.84.54.34.in-addr.arpa,Estudiantes
172.16.76.180,8.8.8.8,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,63732,53,UDP,97,2026-03-05 17:27:16,Equipo-76.180,110.84.54.34.bc.googleusercontent.com,110.84.54.34.bc.googleusercontent.com,Estudiantes
172.16.76.180,8.8.8.8,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,65147,53,UDP,80,2026-03-05 17:27:16,Equipo-76.180,8.8.8.8.in-addr.arpa,dns.google,Estudiantes
8.8.8.8,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,53,63732,UDP,113,2026-03-05 17:27:16,Equipo-76.180,110.84.54.34.bc.googleusercontent.com,110.84.54.34.bc.googleusercontent.com,Estudiantes
8.8.8.8,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,53,65147,UDP,104,2026-03-05 17:27:16,Equipo-76.180,8.8.8.8.in-addr.arpa,8.8.8.8.in-addr.arpa,Estudiantes
172.16.76.180,8.8.8.8,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,63732,53,UDP,70,2026-03-05 17:27:16,Equipo-76.180,dns.google,dns.google,Estudiantes
172.16.81.52,224.0.0.251,ca:43:56:15:66:95,01:00:5e:00:00:fb,5353,5353,UDP,100,2026-03-05 17:27:16,Equipo-81.52,mDNS,N/A,Estudiantes
8.8.8.8,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,53,63732,UDP,102,2026-03-05 17:27:16,Equipo-76.180,dns.google,dns.google,Estudiantes
172.16.76.180,8.8.8.8,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,65147,53,UDP,84,2026-03-05 17:27:16,Equipo-76.180,dns.google,dns.google,Estudiantes
172.16.76.180,224.0.0.251,d4:d8:53:5d:25:cd,01:00:5e:00:00:fb,5353,5353,UDP,84,2026-03-05 17:27:16,Equipo-76.180,mDNS,N/A,Estudiantes
8.8.8.8,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,53,65147,UDP,112,2026-03-05 17:27:16,Equipo-76.180,251.0.0.224.in-addr.arpa,251.0.0.224.in-addr.arpa,Estudiantes
172.16.76.180,8.8.8.8,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,63732,53,UDP,74,2026-03-05 17:27:16,Equipo-76.180,dns.google,dns.google,Estudiantes
8.8.8.8,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,53,63732,UDP,90,2026-03-05 17:27:16,Equipo-76.180,mdns.mcast.net,mdns.mcast.net,Estudiantes
157.240.25.60,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,58592,UDP,1271,2026-03-05 17:27:16,Equipo-76.180,Puerto 58592,Red-Local,Estudiantes
157.240.25.60,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,58592,UDP,125,2026-03-05 17:27:16,Equipo-76.180,Puerto 58592,Red-Local,Estudiantes
172.16.76.180,187.244.38.17,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,52475,80,TCP,66,2026-03-05 17:27:16,Equipo-76.180,HTTP,N/A,Estudiantes
172.16.75.189,224.0.0.251,4a:e9:32:61:b9:97,01:00:5e:00:00:fb,5353,5353,UDP,488,2026-03-05 17:27:16,Equipo-75.189,mdns.mcast.net,mdns.mcast.net,Estudiantes
187.244.38.17,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,80,52475,TCP,66,2026-03-05 17:27:16,Equipo-76.180,Puerto 52475,Red-Local,Estudiantes
172.16.76.180,187.244.38.17,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,52475,80,TCP,54,2026-03-05 17:27:16,Equipo-76.180,HTTP,N/A,Estudiantes
172.16.76.180,8.8.8.8,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,65147,53,UDP,86,2026-03-05 17:27:16,Equipo-76.180,dns.google,dns.google,Estudiantes
8.8.8.8,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,53,65147,UDP,134,2026-03-05 17:27:16,Equipo-76.180,17.38.244.187.in-addr.arpa,17.38.244.187.in-addr.arpa,Estudiantes
172.16.76.180,187.244.38.17,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,52475,80,TCP,279,2026-03-05 17:27:16,Equipo-76.180,HTTP,N/A,Estudiantes
187.244.38.17,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,80,52475,TCP,536,2026-03-05 17:27:16,Equipo-76.180,Puerto 52475,Red-Local,Estudiantes
172.16.76.180,187.244.38.17,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,52475,80,TCP,54,2026-03-05 17:27:16,Equipo-76.180,HTTP,N/A,Estudiantes
172.16.76.180,23.194.74.106,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,52447,443,TCP,571,2026-03-05 17:27:16,Equipo-76.180,api.steampowered.com,api.steampowered.com,Estudiantes
172.16.76.180,187.244.38.17,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,52475,80,TCP,54,2026-03-05 17:27:16,Equipo-76.180,HTTP,N/A,Estudiantes
10.128.128.128,172.16.76.180,e0:55:3d:f3:02:b5,d4:d8:53:5d:25:cd,52447,443,TCP,590,2026-03-05 17:27:16,Equipo-128.128,api.steampowered.com,api.steampowered.com,Estudiantes
172.16.76.180,8.8.8.8,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,63732,53,UDP,86,2026-03-05 17:27:16,Equipo-76.180,dns.google,dns.google,Estudiantes
172.16.78.13,172.16.95.255,12:ad:9e:cd:e7:26,ff:ff:ff:ff:ff:ff,5684,5684,UDP,416,2026-03-05 17:27:16,Equipo-78.13,Puerto 5684,Red-Local,Estudiantes
8.8.8.8,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,53,63732,UDP,151,2026-03-05 17:27:16,Equipo-76.180,106.74.194.23.in-addr.arpa,106.74.194.23.in-addr.arpa,Estudiantes
172.16.76.180,187.244.38.17,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,52449,80,TCP,54,2026-03-05 17:27:16,Equipo-76.180,HTTP,N/A,Estudiantes
172.16.64.180,224.0.0.251,b2:6a:1a:d6:93:72,01:00:5e:00:00:fb,5353,5353,UDP,103,2026-03-05 17:27:16,Equipo-64.180,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.64.180,224.0.0.251,b2:6a:1a:d6:93:72,01:00:5e:00:00:fb,5353,5353,UDP,103,2026-03-05 17:27:16,Equipo-64.180,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.65.115,224.0.0.251,b6:e7:d0:14:3a:d8,01:00:5e:00:00:fb,5353,5353,UDP,103,2026-03-05 17:27:16,Equipo-65.115,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.66.44,224.0.0.251,c6:d3:9d:7d:9c:3c,01:00:5e:00:00:fb,5353,5353,UDP,100,2026-03-05 17:27:16,Equipo-66.44,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.76.180,172.16.95.255,d4:d8:53:5d:25:cd,ff:ff:ff:ff:ff:ff,58410,51007,UDP,186,2026-03-05 17:27:16,Equipo-76.180,Puerto 51007,Red-Local,Estudiantes
172.16.76.180,187.244.38.17,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,52475,80,TCP,54,2026-03-05 17:27:16,Equipo-76.180,HTTP,N/A,Estudiantes
172.16.66.197,224.0.0.251,18:87:40:b5:94:40,01:00:5e:00:00:fb,5353,5353,UDP,592,2026-03-05 17:27:16,Equipo-66.197,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.76.17,224.0.0.251,ea:72:e3:fc:2a:88,01:00:5e:00:00:fb,5353,5353,UDP,87,2026-03-05 17:27:16,Equipo-76.17,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.78.214,224.0.0.251,e0:d4:64:4c:00:59,01:00:5e:00:00:fb,5353,5353,UDP,443,2026-03-05 17:27:16,Equipo-78.214,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.72.155,224.0.0.251,c0:8c:71:f5:12:41,01:00:5e:00:00:fb,5353,5353,UDP,293,2026-03-05 17:27:16,Equipo-72.155,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.76.180,187.244.38.24,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,56822,80,TCP,54,2026-03-05 17:27:16,Equipo-76.180,HTTP,N/A,Estudiantes
172.16.76.180,8.8.8.8,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,65147,53,UDP,86,2026-03-05 17:27:16,Equipo-76.180,dns.google,dns.google,Estudiantes
10.128.128.128,172.16.76.180,e0:55:3d:f3:02:b5,d4:d8:53:5d:25:cd,56822,80,TCP,82,2026-03-05 17:27:16,Equipo-128.128,HTTP,Red-Local,Estudiantes
8.8.8.8,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,53,65147,UDP,134,2026-03-05 17:27:16,Equipo-76.180,24.38.244.187.in-addr.arpa,24.38.244.187.in-addr.arpa,Estudiantes
172.16.78.13,172.16.95.255,12:ad:9e:cd:e7:26,ff:ff:ff:ff:ff:ff,5684,5684,UDP,416,2026-03-05 17:27:16,Equipo-78.13,Puerto 5684,Red-Local,Estudiantes
172.16.78.114,224.0.0.252,70:08:94:85:b2:3d,01:00:5e:00:00:fc,58165,5355,UDP,66,2026-03-05 17:27:17,Equipo-78.114,LLMNR,N/A,Estudiantes
172.16.75.189,224.0.0.251,4a:e9:32:61:b9:97,01:00:5e:00:00:fb,5353,5353,UDP,488,2026-03-05 17:27:17,Android_76KZGOW5,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.69.208,224.0.0.251,c6:43:8b:e7:c3:b5,01:00:5e:00:00:fb,5353,5353,UDP,555,2026-03-05 17:27:17,Equipo-69.208,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.76.180,8.8.8.8,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,63732,53,UDP,84,2026-03-05 17:27:17,Equipo-76.180,dns.google,dns.google,Estudiantes
172.16.76.180,224.0.0.251,d4:d8:53:5d:25:cd,01:00:5e:00:00:fb,5353,5353,UDP,84,2026-03-05 17:27:17,Equipo-76.180,mdns.mcast.net,mdns.mcast.net,Estudiantes
8.8.8.8,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,53,63732,UDP,141,2026-03-05 17:27:17,Equipo-76.180,252.0.0.224.in-addr.arpa,252.0.0.224.in-addr.arpa,Estudiantes
172.16.76.180,224.0.0.251,d4:d8:53:5d:25:cd,01:00:5e:00:00:fb,5353,5353,UDP,84,2026-03-05 17:27:17,Equipo-76.180,mdns.mcast.net,mdns.mcast.net,Estudiantes
0.0.0.0,255.255.255.255,4e:52:0e:74:5c:8d,ff:ff:ff:ff:ff:ff,68,67,UDP,348,2026-03-05 17:27:17,N/A,DHCP-Server,N/A,Estudiantes
172.16.76.180,8.8.8.8,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,65147,53,UDP,88,2026-03-05 17:27:17,Equipo-76.180,dns.google,dns.google,Estudiantes
172.16.76.180,224.0.0.251,d4:d8:53:5d:25:cd,01:00:5e:00:00:fb,5353,5353,UDP,88,2026-03-05 17:27:17,Equipo-76.180,mdns.mcast.net,mdns.mcast.net,Estudiantes
8.8.8.8,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,53,65147,UDP,156,2026-03-05 17:27:17,Equipo-76.180,255.255.255.255.in-addr.arpa,255.255.255.255.in-addr.arpa,Estudiantes
172.16.76.180,224.0.0.251,d4:d8:53:5d:25:cd,01:00:5e:00:00:fb,5353,5353,UDP,88,2026-03-05 17:27:17,Equipo-76.180,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.71.87,224.0.0.251,66:21:3f:d1:e3:c1,01:00:5e:00:00:fb,5353,5353,UDP,103,2026-03-05 17:27:17,Equipo-71.87,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.71.87,224.0.0.251,66:21:3f:d1:e3:c1,01:00:5e:00:00:fb,5353,5353,UDP,119,2026-03-05 17:27:17,Equipo-71.87,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.76.180,187.244.38.17,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,52475,80,TCP,54,2026-03-05 17:27:17,Equipo-76.180,HTTP,N/A,Estudiantes
172.16.71.87,224.0.0.251,66:21:3f:d1:e3:c1,01:00:5e:00:00:fb,5353,5353,UDP,119,2026-03-05 17:27:17,Equipo-71.87,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.64.180,224.0.0.251,b2:6a:1a:d6:93:72,01:00:5e:00:00:fb,5353,5353,UDP,103,2026-03-05 17:27:17,Equipo-64.180,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.64.180,224.0.0.251,b2:6a:1a:d6:93:72,01:00:5e:00:00:fb,5353,5353,UDP,103,2026-03-05 17:27:17,Equipo-64.180,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.78.13,172.16.95.255,12:ad:9e:cd:e7:26,ff:ff:ff:ff:ff:ff,5684,5684,UDP,416,2026-03-05 17:27:17,Equipo-78.13,Puerto 5684,Red-Local,Estudiantes
172.16.76.180,224.0.0.251,d4:d8:53:5d:25:cd,01:00:5e:00:00:fb,5353,5353,UDP,84,2026-03-05 17:27:17,Equipo-76.180,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.76.180,224.0.0.252,d4:d8:53:5d:25:cd,01:00:5e:00:00:fc,137,137,UDP,92,2026-03-05 17:27:17,Equipo-76.180,NetBIOS-NS,N/A,Estudiantes
172.16.76.180,224.0.0.251,d4:d8:53:5d:25:cd,01:00:5e:00:00:fb,5353,5353,UDP,84,2026-03-05 17:27:17,Equipo-76.180,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.76.180,224.0.0.252,d4:d8:53:5d:25:cd,01:00:5e:00:00:fc,60645,5355,UDP,84,2026-03-05 17:27:17,Equipo-76.180,LLMNR,N/A,Estudiantes
172.16.75.29,224.0.0.251,8a:10:99:1a:25:5c,01:00:5e:00:00:fb,5353,5353,UDP,103,2026-03-05 17:27:17,Equipo-75.29,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.76.180,224.0.0.251,d4:d8:53:5d:25:cd,01:00:5e:00:00:fb,5353,5353,UDP,88,2026-03-05 17:27:17,Equipo-76.180,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.76.180,224.0.0.251,d4:d8:53:5d:25:cd,01:00:5e:00:00:fb,5353,5353,UDP,88,2026-03-05 17:27:17,Equipo-76.180,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.76.180,224.0.0.252,d4:d8:53:5d:25:cd,01:00:5e:00:00:fc,65050,5355,UDP,88,2026-03-05 17:27:17,Equipo-76.180,LLMNR,N/A,Estudiantes
172.16.76.180,34.54.84.110,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,61971,443,TCP,128,2026-03-05 17:27:17,Equipo-76.180,110.84.54.34.bc.googleusercontent.com,110.84.54.34.bc.googleusercontent.com,Estudiantes
172.16.76.180,34.54.84.110,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,61971,443,TCP,293,2026-03-05 17:27:17,Equipo-76.180,110.84.54.34.bc.googleusercontent.com,110.84.54.34.bc.googleusercontent.com,Estudiantes
172.16.76.180,34.54.84.110,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,61971,443,TCP,85,2026-03-05 17:27:17,Equipo-76.180,110.84.54.34.bc.googleusercontent.com,110.84.54.34.bc.googleusercontent.com,Estudiantes
172.16.70.141,224.0.0.251,4e:fb:dd:a2:1d:cd,01:00:5e:00:00:fb,5353,5353,UDP,103,2026-03-05 17:27:17,Equipo-70.141,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.76.74,224.0.0.251,ae:03:c1:85:64:5d,01:00:5e:00:00:fb,5353,5353,UDP,87,2026-03-05 17:27:17,Equipo-76.74,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.70.141,224.0.0.251,4e:fb:dd:a2:1d:cd,01:00:5e:00:00:fb,5353,5353,UDP,103,2026-03-05 17:27:17,Equipo-70.141,mdns.mcast.net,mdns.mcast.net,Estudiantes
34.54.84.110,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,61971,TCP,60,2026-03-05 17:27:17,Equipo-76.180,Puerto 61971,Red-Local,Estudiantes
34.54.84.110,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,61971,TCP,60,2026-03-05 17:27:17,Equipo-76.180,Puerto 61971,Red-Local,Estudiantes
34.54.84.110,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,61971,TCP,60,2026-03-05 17:27:17,Equipo-76.180,Puerto 61971,Red-Local,Estudiantes
34.54.84.110,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,61971,TCP,138,2026-03-05 17:27:17,Equipo-76.180,Puerto 61971,Red-Local,Estudiantes
172.16.76.180,34.54.84.110,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,61971,443,TCP,93,2026-03-05 17:27:17,Equipo-76.180,110.84.54.34.bc.googleusercontent.com,110.84.54.34.bc.googleusercontent.com,Estudiantes
34.54.84.110,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,61971,TCP,60,2026-03-05 17:27:17,Equipo-76.180,Puerto 61971,Red-Local,Estudiantes
172.16.76.180,187.244.38.17,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,52470,80,TCP,54,2026-03-05 17:27:17,Equipo-76.180,HTTP,N/A,Estudiantes
172.16.78.13,172.16.95.255,12:ad:9e:cd:e7:26,ff:ff:ff:ff:ff:ff,5684,5684,UDP,416,2026-03-05 17:27:17,Equipo-78.13,Puerto 5684,Red-Local,Estudiantes
172.16.76.180,224.0.0.251,d4:d8:53:5d:25:cd,01:00:5e:00:00:fb,5353,5353,UDP,84,2026-03-05 17:27:17,Equipo-76.180,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.76.180,224.0.0.252,d4:d8:53:5d:25:cd,01:00:5e:00:00:fc,60645,5355,UDP,84,2026-03-05 17:27:17,Equipo-76.180,LLMNR,N/A,Estudiantes
172.16.76.180,224.0.0.251,d4:d8:53:5d:25:cd,01:00:5e:00:00:fb,5353,5353,UDP,84,2026-03-05 17:27:17,Equipo-76.180,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.76.180,224.0.0.251,d4:d8:53:5d:25:cd,01:00:5e:00:00:fb,5353,5353,UDP,88,2026-03-05 17:27:18,Equipo-76.180,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.76.180,224.0.0.252,d4:d8:53:5d:25:cd,01:00:5e:00:00:fc,65050,5355,UDP,88,2026-03-05 17:27:18,Equipo-76.180,LLMNR,N/A,Estudiantes
172.16.76.180,224.0.0.251,d4:d8:53:5d:25:cd,01:00:5e:00:00:fb,5353,5353,UDP,88,2026-03-05 17:27:18,Equipo-76.180,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.78.214,224.0.0.251,e0:d4:64:4c:00:59,01:00:5e:00:00:fb,5353,5353,UDP,443,2026-03-05 17:27:18,Axel,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.76.180,192.178.52.202,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,61197,443,TCP,55,2026-03-05 17:27:18,Equipo-76.180,HTTPS,N/A,Estudiantes
172.16.78.114,224.0.0.252,70:08:94:85:b2:3d,01:00:5e:00:00:fc,49665,5355,UDP,66,2026-03-05 17:27:18,Equipo-78.114,LLMNR,N/A,Estudiantes
192.178.52.202,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,61197,TCP,66,2026-03-05 17:27:18,Equipo-76.180,Puerto 61197,Red-Local,Estudiantes
172.16.67.53,224.0.0.251,3a:fa:36:31:b1:c1,01:00:5e:00:00:fb,5353,5353,UDP,119,2026-03-05 17:27:18,Equipo-67.53,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.67.53,224.0.0.251,3a:fa:36:31:b1:c1,01:00:5e:00:00:fb,5353,5353,UDP,119,2026-03-05 17:27:18,Equipo-67.53,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.76.180,8.8.8.8,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,63732,53,UDP,87,2026-03-05 17:27:18,Equipo-76.180,dns.google,dns.google,Estudiantes
8.8.8.8,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,53,63732,UDP,127,2026-03-05 17:27:18,Equipo-76.180,202.52.178.192.in-addr.arpa,202.52.178.192.in-addr.arpa,Estudiantes
172.16.78.13,172.16.95.255,12:ad:9e:cd:e7:26,ff:ff:ff:ff:ff:ff,5684,5684,UDP,416,2026-03-05 17:27:18,Equipo-78.13,Puerto 5684,Red-Local,Estudiantes
