IP Origen,IP Destino,Puerto Ori,Puerto Des,Protocolo,Longitud,Hora Captura,Equipo Local,SSID
10.20.53.78,98.85.3.34,52745,443,TCP,571,21:31:27,DESKTOP-G6APLIR,N/A
98.85.3.34,10.20.53.78,443,52746,TCP,66,21:31:27,DESKTOP-G6APLIR,N/A
10.20.53.78,98.85.3.34,52746,443,TCP,54,21:31:27,DESKTOP-G6APLIR,N/A
10.20.53.78,98.85.3.34,52746,443,TCP,571,21:31:27,DESKTOP-G6APLIR,N/A
98.85.3.34,10.20.53.78,443,52744,TCP,54,21:31:27,DESKTOP-G6APLIR,N/A
98.85.3.34,10.20.53.78,443,52744,TCP,279,21:31:27,DESKTOP-G6APLIR,N/A
10.20.53.78,98.85.3.34,52744,443,TCP,1626,21:31:27,DESKTOP-G6APLIR,N/A
98.85.3.34,10.20.53.78,443,52745,TCP,54,21:31:27,DESKTOP-G6APLIR,N/A
98.85.3.34,10.20.53.78,443,52745,TCP,279,21:31:27,DESKTOP-G6APLIR,N/A
10.20.53.78,98.85.3.34,52745,443,TCP,1626,21:31:27,DESKTOP-G6APLIR,N/A
98.85.3.34,10.20.53.78,443,52746,TCP,54,21:31:27,DESKTOP-G6APLIR,N/A
98.85.3.34,10.20.53.78,443,52746,TCP,279,21:31:27,DESKTOP-G6APLIR,N/A
10.20.53.78,98.85.3.34,52746,443,TCP,1626,21:31:27,DESKTOP-G6APLIR,N/A
98.85.3.34,10.20.53.78,443,52744,TCP,54,21:31:27,DESKTOP-G6APLIR,N/A
98.85.3.34,10.20.53.78,443,52744,TCP,233,21:31:27,DESKTOP-G6APLIR,N/A
10.20.53.78,98.85.3.34,52744,443,TCP,54,21:31:27,DESKTOP-G6APLIR,N/A
98.85.3.34,10.20.53.78,443,52744,TCP,449,21:31:27,DESKTOP-G6APLIR,N/A
98.85.3.34,10.20.53.78,443,52745,TCP,54,21:31:27,DESKTOP-G6APLIR,N/A
98.85.3.34,10.20.53.78,443,52745,TCP,233,21:31:27,DESKTOP-G6APLIR,N/A
98.85.3.34,10.20.53.78,443,52744,TCP,78,21:31:27,DESKTOP-G6APLIR,N/A
98.85.3.34,10.20.53.78,443,52744,TCP,54,21:31:27,DESKTOP-G6APLIR,N/A
10.20.53.78,98.85.3.34,52744,443,TCP,54,21:31:27,DESKTOP-G6APLIR,N/A
10.20.53.78,98.85.3.34,52744,443,TCP,78,21:31:27,DESKTOP-G6APLIR,N/A
10.20.53.78,98.85.3.34,52744,443,TCP,54,21:31:27,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:31:27,DESKTOP-G6APLIR,N/A
10.20.53.78,34.193.105.36,61917,443,TCP,169,21:31:27,DESKTOP-G6APLIR,N/A
10.20.53.78,34.193.105.36,61917,443,TCP,93,21:31:27,DESKTOP-G6APLIR,N/A
98.85.3.34,10.20.53.78,443,52745,TCP,449,21:31:27,DESKTOP-G6APLIR,N/A
98.85.3.34,10.20.53.78,443,52745,TCP,78,21:31:27,DESKTOP-G6APLIR,N/A
98.85.3.34,10.20.53.78,443,52745,TCP,54,21:31:27,DESKTOP-G6APLIR,N/A
10.20.53.78,98.85.3.34,52745,443,TCP,54,21:31:27,DESKTOP-G6APLIR,N/A
10.20.53.78,98.85.3.34,52745,443,TCP,78,21:31:27,DESKTOP-G6APLIR,N/A
10.20.53.78,98.85.3.34,52745,443,TCP,54,21:31:27,DESKTOP-G6APLIR,N/A
98.85.3.34,10.20.53.78,443,52746,TCP,54,21:31:27,DESKTOP-G6APLIR,N/A
98.85.3.34,10.20.53.78,443,52746,TCP,233,21:31:27,DESKTOP-G6APLIR,N/A
98.85.3.34,10.20.53.78,443,52746,TCP,449,21:31:27,DESKTOP-G6APLIR,N/A
98.85.3.34,10.20.53.78,443,52746,TCP,78,21:31:27,DESKTOP-G6APLIR,N/A
10.20.53.78,98.85.3.34,52746,443,TCP,54,21:31:27,DESKTOP-G6APLIR,N/A
10.20.53.78,98.85.3.34,52746,443,TCP,78,21:31:27,DESKTOP-G6APLIR,N/A
10.20.53.78,98.85.3.34,52746,443,TCP,54,21:31:27,DESKTOP-G6APLIR,N/A
98.85.3.34,10.20.53.78,443,52746,TCP,54,21:31:27,DESKTOP-G6APLIR,N/A
10.20.53.78,98.85.3.34,52746,443,TCP,54,21:31:27,DESKTOP-G6APLIR,N/A
98.85.3.34,10.20.53.78,443,52744,TCP,54,21:31:27,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:31:27,DESKTOP-G6APLIR,N/A
34.193.105.36,10.20.53.78,443,61917,TCP,54,21:31:27,DESKTOP-G6APLIR,N/A
34.193.105.36,10.20.53.78,443,61917,TCP,93,21:31:27,DESKTOP-G6APLIR,N/A
34.193.105.36,10.20.53.78,443,61917,TCP,93,21:31:27,DESKTOP-G6APLIR,N/A
10.20.53.78,34.193.105.36,61917,443,TCP,54,21:31:27,DESKTOP-G6APLIR,N/A
34.193.105.36,10.20.53.78,443,61917,TCP,767,21:31:27,DESKTOP-G6APLIR,N/A
34.193.105.36,10.20.53.78,443,61917,TCP,85,21:31:27,DESKTOP-G6APLIR,N/A
34.193.105.36,10.20.53.78,443,61917,TCP,78,21:31:27,DESKTOP-G6APLIR,N/A
34.193.105.36,10.20.53.78,443,61917,TCP,54,21:31:27,DESKTOP-G6APLIR,N/A
10.20.53.78,34.193.105.36,61917,443,TCP,54,21:31:27,DESKTOP-G6APLIR,N/A
10.20.53.78,34.193.105.36,61917,443,TCP,54,21:31:27,DESKTOP-G6APLIR,N/A
10.20.53.78,3.223.207.45,51905,443,TCP,66,21:31:27,DESKTOP-G6APLIR,N/A
98.85.3.34,10.20.53.78,443,52745,TCP,54,21:31:27,DESKTOP-G6APLIR,N/A
98.85.3.34,10.20.53.78,443,52746,TCP,54,21:31:27,DESKTOP-G6APLIR,N/A
10.20.53.78,162.254.194.56,52973,443,TCP,113,21:31:27,DESKTOP-G6APLIR,N/A
34.193.105.36,10.20.53.78,443,61917,TCP,54,21:31:27,DESKTOP-G6APLIR,N/A
3.223.207.45,10.20.53.78,443,51905,TCP,66,21:31:27,DESKTOP-G6APLIR,N/A
10.20.53.78,3.223.207.45,51905,443,TCP,54,21:31:27,DESKTOP-G6APLIR,N/A
10.20.53.78,3.223.207.45,51905,443,TCP,2059,21:31:27,DESKTOP-G6APLIR,N/A
162.254.194.56,10.20.53.78,443,52973,TCP,54,21:31:27,DESKTOP-G6APLIR,N/A
3.223.207.45,10.20.53.78,443,51905,TCP,54,21:31:27,DESKTOP-G6APLIR,N/A
3.223.207.45,10.20.53.78,443,51905,TCP,54,21:31:27,DESKTOP-G6APLIR,N/A
3.223.207.45,10.20.53.78,443,51905,TCP,1454,21:31:27,DESKTOP-G6APLIR,N/A
10.20.53.78,98.85.3.34,52746,443,TCP,78,21:31:27,DESKTOP-G6APLIR,N/A
3.223.207.45,10.20.53.78,443,51905,TCP,1454,21:31:27,DESKTOP-G6APLIR,N/A
3.223.207.45,10.20.53.78,443,51905,TCP,1454,21:31:27,DESKTOP-G6APLIR,N/A
3.223.207.45,10.20.53.78,443,51905,TCP,235,21:31:27,DESKTOP-G6APLIR,N/A
10.20.53.78,3.223.207.45,51905,443,TCP,54,21:31:27,DESKTOP-G6APLIR,N/A
10.20.53.78,3.223.207.45,51905,443,TCP,118,21:31:27,DESKTOP-G6APLIR,N/A
10.20.53.78,3.223.207.45,51905,443,TCP,146,21:31:27,DESKTOP-G6APLIR,N/A
10.20.53.78,3.223.207.45,51905,443,TCP,900,21:31:27,DESKTOP-G6APLIR,N/A
3.223.207.45,10.20.53.78,443,51905,TCP,54,21:31:27,DESKTOP-G6APLIR,N/A
3.223.207.45,10.20.53.78,443,51905,TCP,233,21:31:27,DESKTOP-G6APLIR,N/A
3.223.207.45,10.20.53.78,443,51905,TCP,116,21:31:27,DESKTOP-G6APLIR,N/A
10.20.53.78,3.223.207.45,51905,443,TCP,54,21:31:27,DESKTOP-G6APLIR,N/A
10.20.53.78,3.223.207.45,51905,443,TCP,85,21:31:27,DESKTOP-G6APLIR,N/A
3.223.207.45,10.20.53.78,443,51905,TCP,85,21:31:28,DESKTOP-G6APLIR,N/A
3.223.207.45,10.20.53.78,443,51905,TCP,768,21:31:28,DESKTOP-G6APLIR,N/A
10.20.53.78,3.223.207.45,51905,443,TCP,54,21:31:28,DESKTOP-G6APLIR,N/A
3.223.207.45,10.20.53.78,443,51905,TCP,85,21:31:28,DESKTOP-G6APLIR,N/A
10.20.53.78,3.223.207.45,51905,443,TCP,171,21:31:28,DESKTOP-G6APLIR,N/A
3.223.207.45,10.20.53.78,443,51905,TCP,54,21:31:28,DESKTOP-G6APLIR,N/A
3.223.207.45,10.20.53.78,443,51905,TCP,54,21:31:28,DESKTOP-G6APLIR,N/A
3.223.207.45,10.20.53.78,443,51905,TCP,767,21:31:28,DESKTOP-G6APLIR,N/A
3.223.207.45,10.20.53.78,443,51905,TCP,85,21:31:28,DESKTOP-G6APLIR,N/A
10.20.53.78,3.223.207.45,51905,443,TCP,54,21:31:28,DESKTOP-G6APLIR,N/A
10.20.53.78,98.85.3.34,52746,443,TCP,78,21:31:28,DESKTOP-G6APLIR,N/A
10.20.53.78,172.215.132.18,63306,443,TCP,82,21:31:28,DESKTOP-G6APLIR,N/A
10.20.53.78,34.229.67.192,56919,443,TCP,93,21:31:28,DESKTOP-G6APLIR,N/A
172.215.132.18,10.20.53.78,443,63306,TCP,54,21:31:28,DESKTOP-G6APLIR,N/A
34.229.67.192,10.20.53.78,443,56919,TCP,93,21:31:28,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:31:28,DESKTOP-G6APLIR,N/A
10.20.53.78,34.229.67.192,56919,443,TCP,54,21:31:28,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:31:28,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,746,21:31:28,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,85,21:31:28,DESKTOP-G6APLIR,N/A
10.20.53.78,98.85.3.34,52746,443,TCP,78,21:31:28,DESKTOP-G6APLIR,N/A
10.20.53.33,224.0.0.251,5353,5353,UDP,119,21:31:28,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,54,21:31:28,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,135,21:31:29,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:31:29,DESKTOP-G6APLIR,N/A
172.215.132.18,10.20.53.78,443,63306,TCP,81,21:31:29,DESKTOP-G6APLIR,N/A
10.20.53.78,172.215.132.18,63306,443,TCP,54,21:31:29,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,496,21:31:29,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,85,21:31:29,DESKTOP-G6APLIR,N/A
10.20.53.78,10.20.53.255,53544,51007,UDP,186,21:31:29,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:31:29,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,89,21:31:29,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,89,21:31:29,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,135,21:31:29,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:31:29,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:31:30,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,1011,21:31:30,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,85,21:31:30,DESKTOP-G6APLIR,N/A
10.20.53.78,98.85.3.34,52746,443,TCP,78,21:31:30,DESKTOP-G6APLIR,N/A
10.20.53.78,100.30.82.226,56733,443,TCP,93,21:31:30,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,54,21:31:30,DESKTOP-G6APLIR,N/A
10.20.53.78,52.112.84.163,63360,443,TCP,111,21:31:30,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,135,21:31:30,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:31:30,DESKTOP-G6APLIR,N/A
100.30.82.226,10.20.53.78,443,56733,TCP,93,21:31:30,DESKTOP-G6APLIR,N/A
52.112.84.163,10.20.53.78,443,63360,TCP,100,21:31:30,DESKTOP-G6APLIR,N/A
10.20.53.78,100.30.82.226,56733,443,TCP,54,21:31:30,DESKTOP-G6APLIR,N/A
10.20.53.78,52.112.84.163,63360,443,TCP,54,21:31:30,DESKTOP-G6APLIR,N/A
10.20.53.78,34.229.67.192,53023,443,TCP,93,21:31:30,DESKTOP-G6APLIR,N/A
10.20.53.78,52.112.53.52,53514,443,TCP,104,21:31:30,DESKTOP-G6APLIR,N/A
34.229.67.192,10.20.53.78,443,53023,TCP,93,21:31:30,DESKTOP-G6APLIR,N/A
10.20.53.78,34.229.67.192,53023,443,TCP,54,21:31:30,DESKTOP-G6APLIR,N/A
52.112.53.52,10.20.53.78,443,53514,TCP,93,21:31:30,DESKTOP-G6APLIR,N/A
10.20.53.78,52.112.53.52,53514,443,TCP,54,21:31:30,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:31:31,DESKTOP-G6APLIR,N/A
10.20.53.78,142.250.115.95,62426,443,UDP,71,21:31:31,DESKTOP-G6APLIR,N/A
10.20.53.78,98.85.3.34,52746,443,TCP,78,21:31:31,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:31:31,DESKTOP-G6APLIR,N/A
142.250.115.95,10.20.53.78,443,62426,UDP,66,21:31:31,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,749,21:31:31,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,85,21:31:31,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,89,21:31:31,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,89,21:31:31,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:31:31,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,135,21:31:31,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:31:31,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:31:32,DESKTOP-G6APLIR,N/A
10.20.53.78,98.85.3.34,52746,443,TCP,78,21:31:32,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:31:32,DESKTOP-G6APLIR,N/A
10.20.53.78,98.95.185.24,57223,443,TCP,93,21:31:32,DESKTOP-G6APLIR,N/A
98.95.185.24,10.20.53.78,443,57223,TCP,93,21:31:32,DESKTOP-G6APLIR,N/A
10.20.53.78,98.95.185.24,57223,443,TCP,54,21:31:32,DESKTOP-G6APLIR,N/A
34.229.67.192,10.20.53.78,443,53023,TCP,54,21:31:32,DESKTOP-G6APLIR,N/A
10.20.53.78,34.229.67.192,53023,443,TCP,54,21:31:32,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:31:33,DESKTOP-G6APLIR,N/A
10.20.53.78,172.215.132.18,63306,443,TCP,85,21:31:33,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:31:33,DESKTOP-G6APLIR,N/A
10.20.53.78,10.20.53.255,53544,51007,UDP,186,21:31:33,DESKTOP-G6APLIR,N/A
172.215.132.18,10.20.53.78,443,63306,TCP,54,21:31:33,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,756,21:31:33,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,85,21:31:33,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,54,21:31:33,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,135,21:31:33,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:31:34,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:31:34,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:31:34,DESKTOP-G6APLIR,N/A
10.20.53.78,98.85.3.34,52746,443,TCP,78,21:31:34,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,779,21:31:35,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,85,21:31:35,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,89,21:31:35,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,89,21:31:35,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:31:35,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,135,21:31:35,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:31:35,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.19.125,53025,443,TCP,93,21:31:35,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:31:35,DESKTOP-G6APLIR,N/A
104.18.19.125,10.20.53.78,443,53025,TCP,93,21:31:35,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:31:35,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.19.125,53025,443,TCP,54,21:31:35,DESKTOP-G6APLIR,N/A
142.250.115.95,10.20.53.78,443,62426,UDP,200,21:31:36,DESKTOP-G6APLIR,N/A
142.250.115.95,10.20.53.78,443,62426,UDP,200,21:31:36,DESKTOP-G6APLIR,N/A
10.20.53.78,142.250.115.95,62426,443,UDP,75,21:31:36,DESKTOP-G6APLIR,N/A
100.30.82.226,10.20.53.78,443,56733,TCP,54,21:31:36,DESKTOP-G6APLIR,N/A
10.20.53.78,100.30.82.226,56733,443,TCP,54,21:31:36,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,514,21:31:36,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,85,21:31:36,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,54,21:31:36,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,135,21:31:36,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:31:36,DESKTOP-G6APLIR,N/A
10.20.53.78,13.248.241.7,52619,443,TCP,93,21:31:36,DESKTOP-G6APLIR,N/A
10.20.53.78,75.2.76.8,61922,443,TCP,93,21:31:36,DESKTOP-G6APLIR,N/A
13.248.241.7,10.20.53.78,443,52619,TCP,93,21:31:36,DESKTOP-G6APLIR,N/A
10.20.53.78,13.248.241.7,52619,443,TCP,54,21:31:36,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:31:36,DESKTOP-G6APLIR,N/A
75.2.76.8,10.20.53.78,443,61922,TCP,93,21:31:37,DESKTOP-G6APLIR,N/A
10.20.53.78,75.2.76.8,61922,443,TCP,54,21:31:37,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:31:37,DESKTOP-G6APLIR,N/A
10.20.53.78,10.20.53.255,53544,51007,UDP,186,21:31:37,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:31:38,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:31:38,DESKTOP-G6APLIR,N/A
10.20.53.78,34.229.67.192,56919,443,TCP,93,21:31:38,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,642,21:31:38,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,85,21:31:38,DESKTOP-G6APLIR,N/A
34.229.67.192,10.20.53.78,443,56919,TCP,93,21:31:38,DESKTOP-G6APLIR,N/A
10.20.53.78,34.229.67.192,56919,443,TCP,54,21:31:38,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,54,21:31:38,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,135,21:31:38,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:31:39,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:31:39,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:31:39,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,498,21:31:39,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,85,21:31:39,DESKTOP-G6APLIR,N/A
10.20.53.78,98.85.3.34,52746,443,TCP,78,21:31:39,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,54,21:31:39,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,135,21:31:39,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:31:39,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,965,21:31:40,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,85,21:31:40,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,54,21:31:40,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,135,21:31:40,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:31:40,DESKTOP-G6APLIR,N/A
10.20.53.78,100.30.82.226,56733,443,TCP,93,21:31:40,DESKTOP-G6APLIR,N/A
100.30.82.226,10.20.53.78,443,56733,TCP,93,21:31:40,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:31:40,DESKTOP-G6APLIR,N/A
10.20.53.78,100.30.82.226,56733,443,TCP,54,21:31:40,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:31:40,DESKTOP-G6APLIR,N/A
10.20.53.78,34.229.67.192,53023,443,TCP,93,21:31:40,DESKTOP-G6APLIR,N/A
34.229.67.192,10.20.53.78,443,53023,TCP,93,21:31:40,DESKTOP-G6APLIR,N/A
10.20.53.78,34.229.67.192,53023,443,TCP,54,21:31:40,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,804,21:31:41,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,85,21:31:41,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:31:41,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,54,21:31:41,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,135,21:31:41,DESKTOP-G6APLIR,N/A
10.20.53.78,10.20.53.255,53544,51007,UDP,186,21:31:41,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:31:41,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:31:41,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:31:42,DESKTOP-G6APLIR,N/A
10.20.53.78,98.95.185.24,57223,443,TCP,93,21:31:42,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:31:42,DESKTOP-G6APLIR,N/A
98.95.185.24,10.20.53.78,443,57223,TCP,93,21:31:42,DESKTOP-G6APLIR,N/A
10.20.53.78,98.95.185.24,57223,443,TCP,54,21:31:42,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.19.125,50103,443,TCP,55,21:31:43,DESKTOP-G6APLIR,N/A
10.20.53.78,239.255.255.250,58195,1900,UDP,212,21:31:43,DESKTOP-G6APLIR,N/A
104.18.19.125,10.20.53.78,443,50103,TCP,66,21:31:43,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:31:43,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,750,21:31:43,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,85,21:31:43,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:31:43,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,89,21:31:43,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,89,21:31:43,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:31:43,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,135,21:31:43,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:31:44,DESKTOP-G6APLIR,N/A
10.20.53.78,239.255.255.250,58195,1900,UDP,212,21:31:44,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:31:44,DESKTOP-G6APLIR,N/A
172.215.132.18,10.20.53.78,443,63306,TCP,81,21:31:44,DESKTOP-G6APLIR,N/A
10.20.53.78,172.215.132.18,63306,443,TCP,54,21:31:44,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:31:45,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,882,21:31:45,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,85,21:31:45,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,54,21:31:45,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,135,21:31:45,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:31:45,DESKTOP-G6APLIR,N/A
10.20.53.78,239.255.255.250,58195,1900,UDP,212,21:31:45,DESKTOP-G6APLIR,N/A
204.79.197.203,10.20.53.78,80,52692,TCP,54,21:31:45,DESKTOP-G6APLIR,N/A
10.20.53.78,10.20.53.255,53544,51007,UDP,186,21:31:45,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.19.125,53025,443,TCP,93,21:31:45,DESKTOP-G6APLIR,N/A
104.18.19.125,10.20.53.78,443,53025,TCP,93,21:31:46,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:31:46,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.19.125,53025,443,TCP,54,21:31:46,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:31:46,DESKTOP-G6APLIR,N/A
98.95.185.24,10.20.53.78,443,57223,TCP,54,21:31:46,DESKTOP-G6APLIR,N/A
10.20.53.78,98.95.185.24,57223,443,TCP,54,21:31:46,DESKTOP-G6APLIR,N/A
